group,full,best,name,display,db_schema,db_table,db_column,is_hybrid
Emission Lines,spaxelprop.emline_sew_mask_heta_3836,False,emline_sew_mask_heta_3836,Emline_Sew_Mask_Heta_3836,mangadapdb,spaxelprop6,emline_sew_mask_heta_3836,False
Emission Lines,spaxelprop.emline_sew_mask_hgam_4341,False,emline_sew_mask_hgam_4341,Emline_Sew_Mask_Hgam_4341,mangadapdb,spaxelprop6,emline_sew_mask_hgam_4341,False
Emission Lines,spaxelprop.emline_sew_mask_hthe_3798,False,emline_sew_mask_hthe_3798,Emline_Sew_Mask_Hthe_3798,mangadapdb,spaxelprop6,emline_sew_mask_hthe_3798,False
Emission Lines,spaxelprop.emline_sew_mask_hzet_3890,False,emline_sew_mask_hzet_3890,Emline_Sew_Mask_Hzet_3890,mangadapdb,spaxelprop6,emline_sew_mask_hzet_3890,False
Emission Lines,spaxelprop.emline_sew_mask_neiii_3869,False,emline_sew_mask_neiii_3869,Emline_Sew_Mask_Neiii_3869,mangadapdb,spaxelprop6,emline_sew_mask_neiii_3869,False
Emission Lines,spaxelprop.emline_sew_mask_neiii_3968,False,emline_sew_mask_neiii_3968,Emline_Sew_Mask_Neiii_3968,mangadapdb,spaxelprop6,emline_sew_mask_neiii_3968,False
Emission Lines,spaxelprop.emline_sew_mask_nii_6549,False,emline_sew_mask_nii_6549,Emline_Sew_Mask_Nii_6549,mangadapdb,spaxelprop6,emline_sew_mask_nii_6549,False
Emission Lines,spaxelprop.emline_sew_mask_nii_6585,False,emline_sew_mask_nii_6585,Emline_Sew_Mask_Nii_6585,mangadapdb,spaxelprop6,emline_sew_mask_nii_6585,False
Emission Lines,spaxelprop.emline_sew_mask_oi_6302,False,emline_sew_mask_oi_6302,Emline_Sew_Mask_Oi_6302,mangadapdb,spaxelprop6,emline_sew_mask_oi_6302,False
Emission Lines,spaxelprop.emline_sew_mask_oi_6365,False,emline_sew_mask_oi_6365,Emline_Sew_Mask_Oi_6365,mangadapdb,spaxelprop6,emline_sew_mask_oi_6365,False
Emission Lines,spaxelprop.emline_sew_mask_oii_3729,False,emline_sew_mask_oii_3729,Emline_Sew_Mask_Oii_3729,mangadapdb,spaxelprop6,emline_sew_mask_oii_3729,False
Emission Lines,spaxelprop.emline_sew_mask_oiid_3728,False,emline_sew_mask_oiid_3728,Emline_Sew_Mask_Oiid_3728,mangadapdb,spaxelprop6,emline_sew_mask_oiid_3728,False
Emission Lines,spaxelprop.emline_sew_mask_oiii_4960,False,emline_sew_mask_oiii_4960,Emline_Sew_Mask_Oiii_4960,mangadapdb,spaxelprop6,emline_sew_mask_oiii_4960,False
Emission Lines,spaxelprop.emline_sew_mask_oiii_5008,False,emline_sew_mask_oiii_5008,Emline_Sew_Mask_Oiii_5008,mangadapdb,spaxelprop6,emline_sew_mask_oiii_5008,False
Emission Lines,spaxelprop.emline_sew_mask_sii_6718,False,emline_sew_mask_sii_6718,Emline_Sew_Mask_Sii_6718,mangadapdb,spaxelprop6,emline_sew_mask_sii_6718,False
Emission Lines,spaxelprop.emline_sew_mask_sii_6732,False,emline_sew_mask_sii_6732,Emline_Sew_Mask_Sii_6732,mangadapdb,spaxelprop6,emline_sew_mask_sii_6732,False
Emission Lines,spaxelprop.emline_sew_neiii_3869,False,emline_sew_neiii_3869,Emline_Sew_Neiii_3869,mangadapdb,spaxelprop6,emline_sew_neiii_3869,False
Emission Lines,spaxelprop.emline_sew_neiii_3968,False,emline_sew_neiii_3968,Emline_Sew_Neiii_3968,mangadapdb,spaxelprop6,emline_sew_neiii_3968,False
Emission Lines,spaxelprop.emline_sew_nii_6549,False,emline_sew_nii_6549,Emline_Sew_Nii_6549,mangadapdb,spaxelprop6,emline_sew_nii_6549,False
Emission Lines,spaxelprop.emline_sew_nii_6585,False,emline_sew_nii_6585,Emline_Sew_Nii_6585,mangadapdb,spaxelprop6,emline_sew_nii_6585,False
Emission Lines,spaxelprop.emline_sew_oi_6302,False,emline_sew_oi_6302,Emline_Sew_Oi_6302,mangadapdb,spaxelprop6,emline_sew_oi_6302,False
Emission Lines,spaxelprop.emline_sew_oi_6365,False,emline_sew_oi_6365,Emline_Sew_Oi_6365,mangadapdb,spaxelprop6,emline_sew_oi_6365,False
Emission Lines,spaxelprop.emline_sew_oii_3729,False,emline_sew_oii_3729,Emline_Sew_Oii_3729,mangadapdb,spaxelprop6,emline_sew_oii_3729,False
Emission Lines,spaxelprop.emline_sew_oiid_3728,False,emline_sew_oiid_3728,Emline_Sew_Oiid_3728,mangadapdb,spaxelprop6,emline_sew_oiid_3728,False
Emission Lines,spaxelprop.emline_sew_oiii_4960,False,emline_sew_oiii_4960,Emline_Sew_Oiii_4960,mangadapdb,spaxelprop6,emline_sew_oiii_4960,False
Emission Lines,spaxelprop.emline_sew_oiii_5008,False,emline_sew_oiii_5008,Emline_Sew_Oiii_5008,mangadapdb,spaxelprop6,emline_sew_oiii_5008,False
Emission Lines,spaxelprop.emline_sew_sii_6718,False,emline_sew_sii_6718,Emline_Sew_Sii_6718,mangadapdb,spaxelprop6,emline_sew_sii_6718,False
Emission Lines,spaxelprop.emline_sew_sii_6732,False,emline_sew_sii_6732,Emline_Sew_Sii_6732,mangadapdb,spaxelprop6,emline_sew_sii_6732,False
Emission Lines,spaxelprop.emline_sflux_ha_6564,False,emline_sflux_ha_6564,Emline_Sflux_Ha_6564,mangadapdb,spaxelprop6,emline_sflux_ha_6564,False
Emission Lines,spaxelprop.emline_sflux_hb_4862,False,emline_sflux_hb_4862,Emline_Sflux_Hb_4862,mangadapdb,spaxelprop6,emline_sflux_hb_4862,False
Emission Lines,spaxelprop.emline_sflux_hdel_4102,False,emline_sflux_hdel_4102,Emline_Sflux_Hdel_4102,mangadapdb,spaxelprop6,emline_sflux_hdel_4102,False
Emission Lines,spaxelprop.emline_sflux_hei_5877,False,emline_sflux_hei_5877,Emline_Sflux_Hei_5877,mangadapdb,spaxelprop6,emline_sflux_hei_5877,False
Emission Lines,spaxelprop.emline_sflux_heii_4687,False,emline_sflux_heii_4687,Emline_Sflux_Heii_4687,mangadapdb,spaxelprop6,emline_sflux_heii_4687,False
Emission Lines,spaxelprop.emline_sflux_heps_3971,False,emline_sflux_heps_3971,Emline_Sflux_Heps_3971,mangadapdb,spaxelprop6,emline_sflux_heps_3971,False
Emission Lines,spaxelprop.emline_sflux_heta_3836,False,emline_sflux_heta_3836,Emline_Sflux_Heta_3836,mangadapdb,spaxelprop6,emline_sflux_heta_3836,False
Emission Lines,spaxelprop.emline_sflux_hgam_4341,False,emline_sflux_hgam_4341,Emline_Sflux_Hgam_4341,mangadapdb,spaxelprop6,emline_sflux_hgam_4341,False
Emission Lines,spaxelprop.emline_sflux_hthe_3798,False,emline_sflux_hthe_3798,Emline_Sflux_Hthe_3798,mangadapdb,spaxelprop6,emline_sflux_hthe_3798,False
Emission Lines,spaxelprop.emline_sflux_hzet_3890,False,emline_sflux_hzet_3890,Emline_Sflux_Hzet_3890,mangadapdb,spaxelprop6,emline_sflux_hzet_3890,False
Emission Lines,spaxelprop.emline_sflux_ivar_ha_6564,False,emline_sflux_ivar_ha_6564,Emline_Sflux_Ivar_Ha_6564,mangadapdb,spaxelprop6,emline_sflux_ivar_ha_6564,False
Emission Lines,spaxelprop.emline_sflux_ivar_hb_4862,False,emline_sflux_ivar_hb_4862,Emline_Sflux_Ivar_Hb_4862,mangadapdb,spaxelprop6,emline_sflux_ivar_hb_4862,False
Emission Lines,spaxelprop.emline_sflux_ivar_hdel_4102,False,emline_sflux_ivar_hdel_4102,Emline_Sflux_Ivar_Hdel_4102,mangadapdb,spaxelprop6,emline_sflux_ivar_hdel_4102,False
Emission Lines,spaxelprop.emline_sflux_ivar_hei_5877,False,emline_sflux_ivar_hei_5877,Emline_Sflux_Ivar_Hei_5877,mangadapdb,spaxelprop6,emline_sflux_ivar_hei_5877,False
Emission Lines,spaxelprop.emline_sflux_ivar_heii_4687,False,emline_sflux_ivar_heii_4687,Emline_Sflux_Ivar_Heii_4687,mangadapdb,spaxelprop6,emline_sflux_ivar_heii_4687,False
Emission Lines,spaxelprop.emline_sflux_ivar_heps_3971,False,emline_sflux_ivar_heps_3971,Emline_Sflux_Ivar_Heps_3971,mangadapdb,spaxelprop6,emline_sflux_ivar_heps_3971,False
Emission Lines,spaxelprop.emline_sflux_ivar_heta_3836,False,emline_sflux_ivar_heta_3836,Emline_Sflux_Ivar_Heta_3836,mangadapdb,spaxelprop6,emline_sflux_ivar_heta_3836,False
Emission Lines,spaxelprop.emline_sflux_ivar_hgam_4341,False,emline_sflux_ivar_hgam_4341,Emline_Sflux_Ivar_Hgam_4341,mangadapdb,spaxelprop6,emline_sflux_ivar_hgam_4341,False
Emission Lines,spaxelprop.emline_sflux_ivar_hthe_3798,False,emline_sflux_ivar_hthe_3798,Emline_Sflux_Ivar_Hthe_3798,mangadapdb,spaxelprop6,emline_sflux_ivar_hthe_3798,False
Emission Lines,spaxelprop.emline_sflux_ivar_hzet_3890,False,emline_sflux_ivar_hzet_3890,Emline_Sflux_Ivar_Hzet_3890,mangadapdb,spaxelprop6,emline_sflux_ivar_hzet_3890,False
Emission Lines,spaxelprop.emline_sflux_ivar_neiii_3869,False,emline_sflux_ivar_neiii_3869,Emline_Sflux_Ivar_Neiii_3869,mangadapdb,spaxelprop6,emline_sflux_ivar_neiii_3869,False
Emission Lines,spaxelprop.emline_sflux_ivar_neiii_3968,False,emline_sflux_ivar_neiii_3968,Emline_Sflux_Ivar_Neiii_3968,mangadapdb,spaxelprop6,emline_sflux_ivar_neiii_3968,False
Emission Lines,spaxelprop.emline_sflux_ivar_nii_6549,False,emline_sflux_ivar_nii_6549,Emline_Sflux_Ivar_Nii_6549,mangadapdb,spaxelprop6,emline_sflux_ivar_nii_6549,False
Emission Lines,spaxelprop.emline_sflux_ivar_nii_6585,False,emline_sflux_ivar_nii_6585,Emline_Sflux_Ivar_Nii_6585,mangadapdb,spaxelprop6,emline_sflux_ivar_nii_6585,False
Emission Lines,spaxelprop.emline_sflux_ivar_oi_6302,False,emline_sflux_ivar_oi_6302,Emline_Sflux_Ivar_Oi_6302,mangadapdb,spaxelprop6,emline_sflux_ivar_oi_6302,False
Emission Lines,spaxelprop.emline_sflux_ivar_oi_6365,False,emline_sflux_ivar_oi_6365,Emline_Sflux_Ivar_Oi_6365,mangadapdb,spaxelprop6,emline_sflux_ivar_oi_6365,False
Emission Lines,spaxelprop.emline_sflux_ivar_oii_3729,False,emline_sflux_ivar_oii_3729,Emline_Sflux_Ivar_Oii_3729,mangadapdb,spaxelprop6,emline_sflux_ivar_oii_3729,False
Emission Lines,spaxelprop.emline_sflux_ivar_oiid_3728,False,emline_sflux_ivar_oiid_3728,Emline_Sflux_Ivar_Oiid_3728,mangadapdb,spaxelprop6,emline_sflux_ivar_oiid_3728,False
Emission Lines,spaxelprop.emline_sflux_ivar_oiii_4960,False,emline_sflux_ivar_oiii_4960,Emline_Sflux_Ivar_Oiii_4960,mangadapdb,spaxelprop6,emline_sflux_ivar_oiii_4960,False
Emission Lines,spaxelprop.emline_sflux_ivar_oiii_5008,False,emline_sflux_ivar_oiii_5008,Emline_Sflux_Ivar_Oiii_5008,mangadapdb,spaxelprop6,emline_sflux_ivar_oiii_5008,False
Emission Lines,spaxelprop.emline_sflux_ivar_sii_6718,False,emline_sflux_ivar_sii_6718,Emline_Sflux_Ivar_Sii_6718,mangadapdb,spaxelprop6,emline_sflux_ivar_sii_6718,False
Emission Lines,spaxelprop.emline_sflux_ivar_sii_6732,False,emline_sflux_ivar_sii_6732,Emline_Sflux_Ivar_Sii_6732,mangadapdb,spaxelprop6,emline_sflux_ivar_sii_6732,False
Emission Lines,spaxelprop.emline_sflux_mask_ha_6564,False,emline_sflux_mask_ha_6564,Emline_Sflux_Mask_Ha_6564,mangadapdb,spaxelprop6,emline_sflux_mask_ha_6564,False
Emission Lines,spaxelprop.emline_sflux_mask_hb_4862,False,emline_sflux_mask_hb_4862,Emline_Sflux_Mask_Hb_4862,mangadapdb,spaxelprop6,emline_sflux_mask_hb_4862,False
Emission Lines,spaxelprop.emline_sflux_mask_hdel_4102,False,emline_sflux_mask_hdel_4102,Emline_Sflux_Mask_Hdel_4102,mangadapdb,spaxelprop6,emline_sflux_mask_hdel_4102,False
Emission Lines,spaxelprop.emline_sflux_mask_hei_5877,False,emline_sflux_mask_hei_5877,Emline_Sflux_Mask_Hei_5877,mangadapdb,spaxelprop6,emline_sflux_mask_hei_5877,False
Emission Lines,spaxelprop.emline_sflux_mask_heii_4687,False,emline_sflux_mask_heii_4687,Emline_Sflux_Mask_Heii_4687,mangadapdb,spaxelprop6,emline_sflux_mask_heii_4687,False
Emission Lines,spaxelprop.emline_sflux_mask_heps_3971,False,emline_sflux_mask_heps_3971,Emline_Sflux_Mask_Heps_3971,mangadapdb,spaxelprop6,emline_sflux_mask_heps_3971,False
Emission Lines,spaxelprop.emline_sflux_mask_heta_3836,False,emline_sflux_mask_heta_3836,Emline_Sflux_Mask_Heta_3836,mangadapdb,spaxelprop6,emline_sflux_mask_heta_3836,False
Emission Lines,spaxelprop.emline_sflux_mask_hgam_4341,False,emline_sflux_mask_hgam_4341,Emline_Sflux_Mask_Hgam_4341,mangadapdb,spaxelprop6,emline_sflux_mask_hgam_4341,False
Emission Lines,spaxelprop.emline_sflux_mask_hthe_3798,False,emline_sflux_mask_hthe_3798,Emline_Sflux_Mask_Hthe_3798,mangadapdb,spaxelprop6,emline_sflux_mask_hthe_3798,False
Emission Lines,spaxelprop.emline_sflux_mask_hzet_3890,False,emline_sflux_mask_hzet_3890,Emline_Sflux_Mask_Hzet_3890,mangadapdb,spaxelprop6,emline_sflux_mask_hzet_3890,False
Emission Lines,spaxelprop.emline_sflux_mask_neiii_3869,False,emline_sflux_mask_neiii_3869,Emline_Sflux_Mask_Neiii_3869,mangadapdb,spaxelprop6,emline_sflux_mask_neiii_3869,False
Emission Lines,spaxelprop.emline_sflux_mask_neiii_3968,False,emline_sflux_mask_neiii_3968,Emline_Sflux_Mask_Neiii_3968,mangadapdb,spaxelprop6,emline_sflux_mask_neiii_3968,False
Emission Lines,spaxelprop.emline_sflux_mask_nii_6549,False,emline_sflux_mask_nii_6549,Emline_Sflux_Mask_Nii_6549,mangadapdb,spaxelprop6,emline_sflux_mask_nii_6549,False
Emission Lines,spaxelprop.emline_sflux_mask_nii_6585,False,emline_sflux_mask_nii_6585,Emline_Sflux_Mask_Nii_6585,mangadapdb,spaxelprop6,emline_sflux_mask_nii_6585,False
Emission Lines,spaxelprop.emline_sflux_mask_oi_6302,False,emline_sflux_mask_oi_6302,Emline_Sflux_Mask_Oi_6302,mangadapdb,spaxelprop6,emline_sflux_mask_oi_6302,False
Emission Lines,spaxelprop.emline_sflux_mask_oi_6365,False,emline_sflux_mask_oi_6365,Emline_Sflux_Mask_Oi_6365,mangadapdb,spaxelprop6,emline_sflux_mask_oi_6365,False
Emission Lines,spaxelprop.emline_sflux_mask_oii_3729,False,emline_sflux_mask_oii_3729,Emline_Sflux_Mask_Oii_3729,mangadapdb,spaxelprop6,emline_sflux_mask_oii_3729,False
Emission Lines,spaxelprop.emline_sflux_mask_oiid_3728,False,emline_sflux_mask_oiid_3728,Emline_Sflux_Mask_Oiid_3728,mangadapdb,spaxelprop6,emline_sflux_mask_oiid_3728,False
Emission Lines,spaxelprop.emline_sflux_mask_oiii_4960,False,emline_sflux_mask_oiii_4960,Emline_Sflux_Mask_Oiii_4960,mangadapdb,spaxelprop6,emline_sflux_mask_oiii_4960,False
Emission Lines,spaxelprop.emline_sflux_mask_oiii_5008,False,emline_sflux_mask_oiii_5008,Emline_Sflux_Mask_Oiii_5008,mangadapdb,spaxelprop6,emline_sflux_mask_oiii_5008,False
Emission Lines,spaxelprop.emline_sflux_mask_sii_6718,False,emline_sflux_mask_sii_6718,Emline_Sflux_Mask_Sii_6718,mangadapdb,spaxelprop6,emline_sflux_mask_sii_6718,False
Emission Lines,spaxelprop.emline_sflux_mask_sii_6732,False,emline_sflux_mask_sii_6732,Emline_Sflux_Mask_Sii_6732,mangadapdb,spaxelprop6,emline_sflux_mask_sii_6732,False
Emission Lines,spaxelprop.emline_sflux_neiii_3869,False,emline_sflux_neiii_3869,Emline_Sflux_Neiii_3869,mangadapdb,spaxelprop6,emline_sflux_neiii_3869,False
Emission Lines,spaxelprop.emline_sflux_neiii_3968,False,emline_sflux_neiii_3968,Emline_Sflux_Neiii_3968,mangadapdb,spaxelprop6,emline_sflux_neiii_3968,False
Emission Lines,spaxelprop.emline_sflux_nii_6549,False,emline_sflux_nii_6549,Emline_Sflux_Nii_6549,mangadapdb,spaxelprop6,emline_sflux_nii_6549,False
Emission Lines,spaxelprop.emline_sflux_nii_6585,False,emline_sflux_nii_6585,Emline_Sflux_Nii_6585,mangadapdb,spaxelprop6,emline_sflux_nii_6585,False
Emission Lines,spaxelprop.emline_sflux_oi_6302,False,emline_sflux_oi_6302,Emline_Sflux_Oi_6302,mangadapdb,spaxelprop6,emline_sflux_oi_6302,False
Emission Lines,spaxelprop.emline_sflux_oi_6365,False,emline_sflux_oi_6365,Emline_Sflux_Oi_6365,mangadapdb,spaxelprop6,emline_sflux_oi_6365,False
Emission Lines,spaxelprop.emline_sflux_oii_3729,False,emline_sflux_oii_3729,Emline_Sflux_Oii_3729,mangadapdb,spaxelprop6,emline_sflux_oii_3729,False
Emission Lines,spaxelprop.emline_sflux_oiid_3728,False,emline_sflux_oiid_3728,Emline_Sflux_Oiid_3728,mangadapdb,spaxelprop6,emline_sflux_oiid_3728,False
Emission Lines,spaxelprop.emline_sflux_oiii_4960,False,emline_sflux_oiii_4960,Emline_Sflux_Oiii_4960,mangadapdb,spaxelprop6,emline_sflux_oiii_4960,False
Emission Lines,spaxelprop.emline_sflux_oiii_5008,False,emline_sflux_oiii_5008,Emline_Sflux_Oiii_5008,mangadapdb,spaxelprop6,emline_sflux_oiii_5008,False
Emission Lines,spaxelprop.emline_sflux_sii_6718,False,emline_sflux_sii_6718,Emline_Sflux_Sii_6718,mangadapdb,spaxelprop6,emline_sflux_sii_6718,False
Emission Lines,spaxelprop.emline_sflux_sii_6732,False,emline_sflux_sii_6732,Emline_Sflux_Sii_6732,mangadapdb,spaxelprop6,emline_sflux_sii_6732,False
Kinematics,spaxelprop.emline_gvel_ha_6564,True,emline_gvel_ha_6564,Halpha Velocity,mangadapdb,spaxelprop6,emline_gvel_ha_6564,False
Kinematics,spaxelprop.emline_gvel_oiii_5008,True,emline_gvel_oiii_5008,OIII5008 Velocity,mangadapdb,spaxelprop6,emline_gvel_oiii_5008,False
Kinematics,spaxelprop.emline_gsigma_ha_6564,True,emline_gsigma_ha_6564,Halpha Sigma,mangadapdb,spaxelprop6,emline_gsigma_ha_6564,False
Kinematics,spaxelprop.emline_gsigma_oiii_5008,True,emline_gsigma_oiii_5008,OIII5008 Sigma,mangadapdb,spaxelprop6,emline_gsigma_oiii_5008,False
Kinematics,spaxelprop.stellar_vel,True,stellar_vel,Stellar Velocity,mangadapdb,spaxelprop6,stellar_vel,False
Kinematics,spaxelprop.stellar_sigma,True,stellar_sigma,Stellar Sigma,mangadapdb,spaxelprop6,stellar_sigma,False
Kinematics,spaxelprop.stellar_cont_fresid_68th_percentile,False,stellar_cont_fresid_68th_perce,Stellar_Cont_Fresid_68Th_Perce,mangadapdb,spaxelprop6,stellar_cont_fresid_68th_perce,False
Kinematics,spaxelprop.stellar_cont_fresid_99th_percentile,False,stellar_cont_fresid_99th_perce,Stellar_Cont_Fresid_99Th_Perce,mangadapdb,spaxelprop6,stellar_cont_fresid_99th_perce,False
Kinematics,spaxelprop.stellar_cont_rchi2,False,stellar_cont_rchi2,Stellar_Cont_Rchi2,mangadapdb,spaxelprop6,stellar_cont_rchi2,False
Kinematics,spaxelprop.stellar_sigma_ivar,False,stellar_sigma_ivar,Stellar_Sigma_Ivar,mangadapdb,spaxelprop6,stellar_sigma_ivar,False
Kinematics,spaxelprop.stellar_sigma_mask,False,stellar_sigma_mask,Stellar_Sigma_Mask,mangadapdb,spaxelprop6,stellar_sigma_mask,False
Kinematics,spaxelprop.stellar_sigmacorr_fit,False,stellar_sigmacorr_fit,Stellar_Sigmacorr_Fit,mangadapdb,spaxelprop6,stellar_sigmacorr_fit,False
Kinematics,spaxelprop.stellar_sigmacorr_resolution_difference,False,stellar_sigmacorr_resolution_d,Stellar_Sigmacorr_Resolution_D,mangadapdb,spaxelprop6,stellar_sigmacorr_resolution_d,False
Kinematics,spaxelprop.stellar_vel_ivar,False,stellar_vel_ivar,Stellar_Vel_Ivar,mangadapdb,spaxelprop6,stellar_vel_ivar,False
Kinematics,spaxelprop.stellar_vel_mask,False,stellar_vel_mask,Stellar_Vel_Mask,mangadapdb,spaxelprop6,stellar_vel_mask,False
Spectral Indices,spaxelprop.specindex_d4000,True,specindex_d4000,D4000,mangadapdb,spaxelprop6,specindex_d4000,False
Spectral Indices,spaxelprop.specindex_atio,False,specindex_atio,Specindex_Atio,mangadapdb,spaxelprop6,specindex_atio,False
Spectral Indices,spaxelprop.specindex_btio,False,specindex_btio,Specindex_Btio,mangadapdb,spaxelprop6,specindex_btio,False
Spectral Indices,spaxelprop.specindex_c24668,False,specindex_c24668,Specindex_C24668,mangadapdb,spaxelprop6,specindex_c24668,False
Spectral Indices,spaxelprop.specindex_ca4227,False,specindex_ca4227,Specindex_Ca4227,mangadapdb,spaxelprop6,specindex_ca4227,False
Spectral Indices,spaxelprop.specindex_ca4455,False,specindex_ca4455,Specindex_Ca4455,mangadapdb,spaxelprop6,specindex_ca4455,False
Spectral Indices,spaxelprop.specindex_cah1,False,specindex_cah1,Specindex_Cah1,mangadapdb,spaxelprop6,specindex_cah1,False
Spectral Indices,spaxelprop.specindex_cah2,False,specindex_cah2,Specindex_Cah2,mangadapdb,spaxelprop6,specindex_cah2,False
Spectral Indices,spaxelprop.specindex_cahk,False,specindex_cahk,Specindex_Cahk,mangadapdb,spaxelprop6,specindex_cahk,False
Spectral Indices,spaxelprop.specindex_caii1,False,specindex_caii1,Specindex_Caii1,mangadapdb,spaxelprop6,specindex_caii1,False
Spectral Indices,spaxelprop.specindex_caii2,False,specindex_caii2,Specindex_Caii2,mangadapdb,spaxelprop6,specindex_caii2,False
Spectral Indices,spaxelprop.specindex_caii3,False,specindex_caii3,Specindex_Caii3,mangadapdb,spaxelprop6,specindex_caii3,False
Spectral Indices,spaxelprop.specindex_cn1,False,specindex_cn1,Specindex_Cn1,mangadapdb,spaxelprop6,specindex_cn1,False
Spectral Indices,spaxelprop.specindex_cn2,False,specindex_cn2,Specindex_Cn2,mangadapdb,spaxelprop6,specindex_cn2,False
Spectral Indices,spaxelprop.specindex_corr_atio,False,specindex_corr_atio,Specindex_Corr_Atio,mangadapdb,spaxelprop6,specindex_corr_atio,False
Spectral Indices,spaxelprop.specindex_corr_btio,False,specindex_corr_btio,Specindex_Corr_Btio,mangadapdb,spaxelprop6,specindex_corr_btio,False
Spectral Indices,spaxelprop.specindex_corr_c24668,False,specindex_corr_c24668,Specindex_Corr_C24668,mangadapdb,spaxelprop6,specindex_corr_c24668,False
Spectral Indices,spaxelprop.specindex_corr_ca4227,False,specindex_corr_ca4227,Specindex_Corr_Ca4227,mangadapdb,spaxelprop6,specindex_corr_ca4227,False
Spectral Indices,spaxelprop.specindex_corr_ca4455,False,specindex_corr_ca4455,Specindex_Corr_Ca4455,mangadapdb,spaxelprop6,specindex_corr_ca4455,False
Spectral Indices,spaxelprop.specindex_corr_cah1,False,specindex_corr_cah1,Specindex_Corr_Cah1,mangadapdb,spaxelprop6,specindex_corr_cah1,False
Spectral Indices,spaxelprop.specindex_corr_cah2,False,specindex_corr_cah2,Specindex_Corr_Cah2,mangadapdb,spaxelprop6,specindex_corr_cah2,False
Spectral Indices,spaxelprop.specindex_corr_cahk,False,specindex_corr_cahk,Specindex_Corr_Cahk,mangadapdb,spaxelprop6,specindex_corr_cahk,False
Spectral Indices,spaxelprop.specindex_corr_caii1,False,specindex_corr_caii1,Specindex_Corr_Caii1,mangadapdb,spaxelprop6,specindex_corr_caii1,False
Spectral Indices,spaxelprop.specindex_corr_caii2,False,specindex_corr_caii2,Specindex_Corr_Caii2,mangadapdb,spaxelprop6,specindex_corr_caii2,False
Spectral Indices,spaxelprop.specindex_corr_caii3,False,specindex_corr_caii3,Specindex_Corr_Caii3,mangadapdb,spaxelprop6,specindex_corr_caii3,False
Spectral Indices,spaxelprop.specindex_corr_cn1,False,specindex_corr_cn1,Specindex_Corr_Cn1,mangadapdb,spaxelprop6,specindex_corr_cn1,False
Spectral Indices,spaxelprop.specindex_corr_cn2,False,specindex_corr_cn2,Specindex_Corr_Cn2,mangadapdb,spaxelprop6,specindex_corr_cn2,False
Spectral Indices,spaxelprop.specindex_corr_d4000,False,specindex_corr_d4000,Specindex_Corr_D4000,mangadapdb,spaxelprop6,specindex_corr_d4000,False
Spectral Indices,spaxelprop.specindex_corr_dn4000,False,specindex_corr_dn4000,Specindex_Corr_Dn4000,mangadapdb,spaxelprop6,specindex_corr_dn4000,False
Spectral Indices,spaxelprop.specindex_corr_fe4383,False,specindex_corr_fe4383,Specindex_Corr_Fe4383,mangadapdb,spaxelprop6,specindex_corr_fe4383,False
Spectral Indices,spaxelprop.specindex_corr_fe4531,False,specindex_corr_fe4531,Specindex_Corr_Fe4531,mangadapdb,spaxelprop6,specindex_corr_fe4531,False
Spectral Indices,spaxelprop.specindex_corr_fe5015,False,specindex_corr_fe5015,Specindex_Corr_Fe5015,mangadapdb,spaxelprop6,specindex_corr_fe5015,False
Spectral Indices,spaxelprop.specindex_corr_fe5270,False,specindex_corr_fe5270,Specindex_Corr_Fe5270,mangadapdb,spaxelprop6,specindex_corr_fe5270,False
Spectral Indices,spaxelprop.specindex_corr_fe5335,False,specindex_corr_fe5335,Specindex_Corr_Fe5335,mangadapdb,spaxelprop6,specindex_corr_fe5335,False
Spectral Indices,spaxelprop.specindex_corr_fe5406,False,specindex_corr_fe5406,Specindex_Corr_Fe5406,mangadapdb,spaxelprop6,specindex_corr_fe5406,False
Spectral Indices,spaxelprop.specindex_corr_fe5709,False,specindex_corr_fe5709,Specindex_Corr_Fe5709,mangadapdb,spaxelprop6,specindex_corr_fe5709,False
Spectral Indices,spaxelprop.specindex_corr_fe5782,False,specindex_corr_fe5782,Specindex_Corr_Fe5782,mangadapdb,spaxelprop6,specindex_corr_fe5782,False
Spectral Indices,spaxelprop.specindex_corr_fehcvd,False,specindex_corr_fehcvd,Specindex_Corr_Fehcvd,mangadapdb,spaxelprop6,specindex_corr_fehcvd,False
Spectral Indices,spaxelprop.specindex_corr_g4300,False,specindex_corr_g4300,Specindex_Corr_G4300,mangadapdb,spaxelprop6,specindex_corr_g4300,False
Spectral Indices,spaxelprop.specindex_corr_hb,False,specindex_corr_hb,Specindex_Corr_Hb,mangadapdb,spaxelprop6,specindex_corr_hb,False
Spectral Indices,spaxelprop.specindex_corr_hdeltaa,False,specindex_corr_hdeltaa,Specindex_Corr_Hdeltaa,mangadapdb,spaxelprop6,specindex_corr_hdeltaa,False
Spectral Indices,spaxelprop.specindex_corr_hdeltaf,False,specindex_corr_hdeltaf,Specindex_Corr_Hdeltaf,mangadapdb,spaxelprop6,specindex_corr_hdeltaf,False
Spectral Indices,spaxelprop.specindex_corr_hgammaa,False,specindex_corr_hgammaa,Specindex_Corr_Hgammaa,mangadapdb,spaxelprop6,specindex_corr_hgammaa,False
Spectral Indices,spaxelprop.specindex_corr_hgammaf,False,specindex_corr_hgammaf,Specindex_Corr_Hgammaf,mangadapdb,spaxelprop6,specindex_corr_hgammaf,False
